,train,val,time
0,0.5101432458386683,0.6286,149
1,0.6492477592829705,0.657,143
2,0.7022847311139565,0.7322,143
3,0.7371358834827144,0.739,144
4,0.7578024967989757,0.753,144
5,0.7795494558258643,0.7606,144
6,0.793213828425096,0.7984,146
7,0.8079585467349552,0.7794,144
8,0.8172815300896287,0.7854,144
9,0.8266645326504481,0.8102,145
