,train,val,time
0,0.4955585787451985,0.5664,92
1,0.5961107554417413,0.6,86
2,0.6225992317541613,0.5948,86
3,0.646086747759283,0.6716,86
4,0.6566101152368758,0.6862,86
5,0.6696542893725992,0.6908,88
6,0.677916933418694,0.6856,87
7,0.6819582266325224,0.7058,88
8,0.6895606594110115,0.6914,88
9,0.6934619078104993,0.713,86
