,train,val,time
0,0.5071222791293214,0.6366,129
1,0.6199583866837388,0.6446,123
2,0.6587508002560819,0.647,123
3,0.6816581306017926,0.7232,123
4,0.6960827464788732,0.742,123
5,0.7126680537772087,0.7344,123
6,0.7150288092189501,0.7394,124
7,0.7275128040973111,0.734,123
8,0.7360155249679897,0.753,123
9,0.7377360755441741,0.764,122
