,acc,val_acc,loss,val_loss
27,0.8337399975061417,0.8361999988555908,0.6024483301639557,0.605037682056427
28,0.8354199986457824,0.8340000021457672,0.6028705686330795,0.6319420444965362
29,0.8399199987649918,0.8315999925136566,0.5947722184658051,0.647665274143219
30,0.8379399989843368,0.8507999968528748,0.5992306969165802,0.5535515648126602
31,0.8420399984121323,0.8471999967098236,0.5868718290925026,0.5865238171815872
32,0.8429599997997284,0.83299999833107,0.5884288231134415,0.6353224372863769
33,0.8406399980783462,0.852000002861023,0.5908045936822891,0.5652695453166962
34,0.8433999985456466,0.8533999979496002,0.5878330869078636,0.5606838774681091
35,0.8453999996185303,0.836800000667572,0.5810363165140152,0.6039417779445648
36,0.8457799998521804,0.851199996471405,0.5808778799176216,0.5695785015821457
37,0.8461800006628036,0.8369999992847442,0.578477010011673,0.6247939586639404
38,0.8477399979829788,0.8505999994277954,0.5725606167912484,0.5759360128641129
39,0.8460799986124039,0.8490000009536743,0.5775380944609642,0.5857523655891419
40,0.8491000014543534,0.8357999968528748,0.5743513127565384,0.62328444480896
41,0.851539999961853,0.8543999981880188,0.5589422484636307,0.5745178747177124
42,0.8575599992275238,0.869000004529953,0.5446606477499009,0.5195740270614624
43,0.8590999997854233,0.853199999332428,0.5401979444026948,0.5495279538631439
44,0.8585199997425079,0.8489999973773956,0.5377803871035576,0.5719930839538574
45,0.8575399987697602,0.8650000047683716,0.5392089562416077,0.5182588577270508
46,0.8579000000953674,0.8705999994277954,0.5354059352278709,0.5133224946260452
47,0.8590399985313415,0.8539999973773956,0.5321305949091911,0.5711064451932907
48,0.8597000004053116,0.8489999985694885,0.5279117272496223,0.5647619658708573
49,0.8599999969005585,0.87,0.529577591240406,0.5103637772798538
50,0.8619400008916854,0.8671999979019165,0.5255069044232369,0.521415958404541
51,0.869479999423027,0.8654000043869019,0.5048263580203056,0.5297227883338929
52,0.8685199992656708,0.8724000036716462,0.4999135222434998,0.49360065162181854
53,0.8735000009536743,0.8592000019550323,0.4908124744296074,0.5618109023571014
54,0.8725999983549118,0.8662000024318695,0.48900607639551164,0.5219116693735123
55,0.8724999992847443,0.861399998664856,0.48693516898155215,0.5304266673326492
56,0.8756400001049042,0.8662000012397766,0.48226261579990387,0.5064617216587066
57,0.8743799996376037,0.8770000016689301,0.4832477416396141,0.4723539352416992
58,0.8751200003623962,0.8655999994277954,0.4793405349254608,0.5241601228713989
59,0.8758200001716614,0.8639999973773956,0.4768060034513473,0.5162872529029846
60,0.8759599999189377,0.8806000030040741,0.4747741402387619,0.46576835453510285
61,0.8732199995517731,0.8690000033378601,0.482314083814621,0.5206820374727249
62,0.8752200008630753,0.872000002861023,0.4741690332889557,0.49165172159671783
63,0.8764200001955033,0.8659999990463256,0.47373200637102125,0.5254273861646652
64,0.8756199992895126,0.8858000016212464,0.4722514590024948,0.45886423051357267
65,0.8770199998617172,0.8823999965190887,0.47145556169748304,0.48171619296073914
66,0.876940000295639,0.885200001001358,0.47077144813537597,0.4530751991271973
67,0.8742399998903274,0.8717999994754791,0.47352077800035475,0.48001301050186157
68,0.8753800003528595,0.8620000016689301,0.467343665599823,0.5185453355312347
69,0.8780200004577636,0.8728000009059906,0.4668611305356026,0.50743976354599
70,0.877860000371933,0.8598000025749206,0.46465034925937654,0.5316584551334381
71,0.884520000576973,0.8810000026226044,0.4398524145483971,0.46627542555332185
72,0.8864000010490417,0.881800000667572,0.43550915488600733,0.4663817483186722
73,0.8857799994945527,0.8764000034332275,0.4404487328529358,0.492777413725853
74,0.8874800013303756,0.8810000002384186,0.43320512801408767,0.47936284482479097
75,0.8885200002193451,0.8745999991893768,0.4299290190041065,0.4799927365779877
76,0.8898200001716614,0.8820000004768371,0.42638728547096255,0.4648572623729706
77,0.888740000128746,0.8833999991416931,0.4266562064886093,0.4553279936313629
78,0.8900400024652481,0.8752000010013581,0.4223628976941109,0.46699786067008975
79,0.8888599996566773,0.8860000014305115,0.425400980502367,0.4451471447944641
80,0.8913600020408631,0.8613999962806702,0.41517589953541756,0.5354474276304245
81,0.8893799998760223,0.8836000025272369,0.41910516181588175,0.45935627818107605
82,0.8902800009250641,0.8748000013828278,0.41532681944966315,0.4782164913415909
83,0.8907200012207032,0.889399995803833,0.41681754890084266,0.4450264322757721
84,0.8921600009202957,0.8856000006198883,0.41110453644394873,0.4495337361097336
85,0.8929600012302399,0.8806000006198883,0.4106770081520081,0.4706511253118515
86,0.8925600007772446,0.8810000002384186,0.4137755166888237,0.4665050661563873
87,0.8905199995040893,0.8844000017642974,0.41437196773290635,0.45235987424850466
88,0.8881399995088577,0.8828000009059906,0.41792231172323224,0.45200956404209136
89,0.8923000005483628,0.8726000082492829,0.40789050593972204,0.49852831065654757
90,0.8918600010871888,0.8699999964237213,0.4110307858586311,0.5087500602006912
91,0.8976600008010864,0.8851999974250794,0.3920868625342846,0.45226452738046646
92,0.8998200011253357,0.8825999999046326,0.38973053216934206,0.45623029887676236
93,0.8989200006723403,0.8862000000476837,0.3842833313345909,0.4458684682846069
94,0.8992800018787384,0.8881999969482421,0.38633806791901587,0.4487166601419449
95,0.9004400001764298,0.890200002193451,0.38650284373760224,0.43714535117149356
96,0.9006599998474121,0.8894000017642975,0.38005772456526754,0.43358350366353987
97,0.9023200010061264,0.8856000018119812,0.3753712194263935,0.45072467923164367
98,0.9034000004529953,0.8837999999523163,0.37423841607570646,0.43932565689086917
99,0.9028400003910064,0.8855999982357026,0.3765317864716053,0.4457294833660126
